detail,error_severity,event_message,hint,id,identifier,timestamp
null,LOG,"connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,659f67aa-e060-44d4-a772-15d83e82ebb6,garbiwdqupcjlybbshbh,1747149991320000
null,LOG,connection received: host=2600:1f18:2a66:6e00:1c64:8510:75ba:3d7f port=39226,null,4f2e68fd-dc2b-4dfd-b3e8-a94ec7ddb22c,garbiwdqupcjlybbshbh,1747149991250000
null,LOG,connection received: host=2600:1f18:2a66:6e00:1c64:8510:75ba:3d7f port=39218,null,ae4b38d6-60c2-435f-9dda-5643da4fb3ed,garbiwdqupcjlybbshbh,1747149991233000
null,LOG,connection received: host=2600:1f18:2a66:6e00:1c64:8510:75ba:3d7f port=39202,null,bc4c2328-6009-4879-bfa2-bb7760ae9759,garbiwdqupcjlybbshbh,1747149991226000
null,LOG,"connection authenticated: identity=""supabase_admin"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,cd6e8899-ac2e-401a-9464-daa5e6146853,garbiwdqupcjlybbshbh,1747149987816000
null,LOG,"connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,1e2dc658-535d-4b86-a8fe-3099dd238cf3,garbiwdqupcjlybbshbh,1747149987816000
null,LOG,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,070dd620-c023-411e-96f6-ec4090f0d399,garbiwdqupcjlybbshbh,1747149987814000
null,LOG,"connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,927294b3-4789-4736-ad84-82d10fad8664,garbiwdqupcjlybbshbh,1747149987814000
null,LOG,"connection authorized: user=supabase_admin database=postgres application_name=realtime_health_check SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,3faabec5-efc9-4d22-bb32-014071c95a0d,garbiwdqupcjlybbshbh,1747149987738000
null,LOG,"connection authenticated: identity=""supabase_admin"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,c88c55f1-197c-46c5-b969-849f1ee1f151,garbiwdqupcjlybbshbh,1747149987738000
null,LOG,connection received: host=2600:1f18:2a66:6e01:686b:8112:b1d0:59fc port=46436,null,fae99b27-84c7-4eb7-88c0-5484e0e18b1b,garbiwdqupcjlybbshbh,1747149987714000
null,LOG,connection received: host=2600:1f18:2a66:6e01:686b:8112:b1d0:59fc port=46430,null,d9f93084-2c57-4eb0-bd40-31df99e356ef,garbiwdqupcjlybbshbh,1747149987713000
null,LOG,connection received: host=2600:1f10:4c1b:cc00:60fe:2095:7176:d339 port=57012,null,86d9cfb2-3f82-437f-8500-3a3166bd6d97,garbiwdqupcjlybbshbh,1747149987617000
null,LOG,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,1a12046c-6f6e-4f27-9143-1c2ca69b2ac8,garbiwdqupcjlybbshbh,1747149984180000
null,LOG,"connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,4e917e02-3825-47ba-aa67-457e1e8826b2,garbiwdqupcjlybbshbh,1747149984180000
null,LOG,"connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,61d90247-4b0f-41fd-b57b-6c732481b747,garbiwdqupcjlybbshbh,1747149984168000
null,LOG,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,c24d47b0-45cb-419a-b8ed-b47004c67532,garbiwdqupcjlybbshbh,1747149984168000
null,LOG,"connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,263144dd-6332-4085-bb66-c4740557f3de,garbiwdqupcjlybbshbh,1747149984104000
null,LOG,"connection authenticated: identity=""supabase_admin"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,5545c1f3-fb92-4d8b-81f5-4da43085e154,garbiwdqupcjlybbshbh,1747149984104000
null,LOG,"connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,453f02b9-b48b-4da7-ab69-7aa4aa0b0d81,garbiwdqupcjlybbshbh,1747149984101000
null,LOG,"connection authenticated: identity=""supabase_admin"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,578f60b1-1e25-4db0-8f9d-5fe27b4d3415,garbiwdqupcjlybbshbh,1747149984101000
null,LOG,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,3bd30c59-9f4d-4d91-9cd2-dfbeddf2080c,garbiwdqupcjlybbshbh,1747149984010000
null,LOG,"connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,fa7cc06e-94ba-42c3-aac3-345d7cc14fef,garbiwdqupcjlybbshbh,1747149984010000
null,LOG,"connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,12465697-93a7-4ddc-a5c1-d6dc0d79967d,garbiwdqupcjlybbshbh,1747149983976000
null,LOG,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,875f6226-78e8-418f-afc2-3ac33d340928,garbiwdqupcjlybbshbh,1747149983976000
null,LOG,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,ff3fdd2c-40dd-4d5a-be28-53c686e67c2e,garbiwdqupcjlybbshbh,1747149983934000
null,LOG,"connection authorized: user=postgres database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,0e65f73c-5ac8-4612-8655-e1e9a85d1bcd,garbiwdqupcjlybbshbh,1747149983934000
null,LOG,connection received: host=2600:1f18:2a66:6e00:46c7:692c:2c0e:ff2a port=43896,null,e7b9a767-47c5-4662-8b78-eefbbaa030ae,garbiwdqupcjlybbshbh,1747149983867000
null,LOG,connection received: host=2600:1f18:2a66:6e01:dc86:ca3b:bede:8fa9 port=34118,null,8240b29d-9f80-4840-a731-a175d5ecac5c,garbiwdqupcjlybbshbh,1747149983863000
null,LOG,connection received: host=2600:1f18:2a66:6e00:1c64:8510:75ba:3d7f port=45592,null,33b9ae8d-c16f-457b-b000-0c8cbfe7a365,garbiwdqupcjlybbshbh,1747149983854000
null,LOG,connection received: host=2600:1f18:2a66:6e01:e8d2:9335:e462:3e2f port=60556,null,7ab0e545-3916-4f1d-80b4-b7b3973758af,garbiwdqupcjlybbshbh,1747149983854000
null,LOG,connection received: host=2600:1f18:2a66:6e01:e8d2:9335:e462:3e2f port=60554,null,c474a3a6-f3e5-49cb-bdd0-a67e9d70e2fa,garbiwdqupcjlybbshbh,1747149983821000
null,LOG,"connection authorized: user=postgres database=postgres SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,50d84c5c-2a04-4da1-bdf1-5d5aa985c9d2,garbiwdqupcjlybbshbh,1747149944970000
null,LOG,"connection authenticated: identity=""postgres"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,77f015c1-4642-4ad2-9fed-244069eacc12,garbiwdqupcjlybbshbh,1747149944970000
null,LOG,connection received: host=2601:8c:4300:644b:93:dff9:e02c:1209 port=51690,null,a8c2cf49-3f81-4e71-af8b-4d29a5876ab7,garbiwdqupcjlybbshbh,1747149944718000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,7e9bf458-4485-4560-836a-daf21058034c,garbiwdqupcjlybbshbh,1747149904076000
null,LOG,connection received: host=::1 port=7999,null,6ab6dfc8-cac1-4faf-b09d-f852dc75ea2b,garbiwdqupcjlybbshbh,1747149904075000
null,LOG,connection received: host=::1 port=55833,null,1cf72214-7cad-4c61-82c5-4353b402cb28,garbiwdqupcjlybbshbh,1747149844071000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,7e01c8b7-e33f-4102-aa5f-c66477b7f4ea,garbiwdqupcjlybbshbh,1747149844071000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,4c41b4ce-05d6-45a7-9e06-932f2b682a4f,garbiwdqupcjlybbshbh,1747149784070000
null,LOG,connection received: host=::1 port=34651,null,c80e4899-d77a-403d-b080-2c6a176adf30,garbiwdqupcjlybbshbh,1747149784068000
null,LOG,connection authorized: user=supabase_admin database=postgres application_name=postgres_exporter,null,5ceb332d-6bac-42c0-beeb-c79e55a87713,garbiwdqupcjlybbshbh,1747149724068000
null,LOG,connection received: host=::1 port=52285,null,3b40ff68-bbd2-454e-8de9-c1a49b0c30db,garbiwdqupcjlybbshbh,1747149724067000
null,LOG,"connection authenticated: identity=""supabase_admin"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,052a4180-c382-46cd-8072-8755a71e96ab,garbiwdqupcjlybbshbh,1747149681890000
null,LOG,"connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,7324d7c8-2aab-4fce-9510-97807182ecfc,garbiwdqupcjlybbshbh,1747149681890000
null,LOG,"connection authenticated: identity=""supabase_admin"" method=scram-sha-256 (/etc/postgresql/pg_hba.conf:94)",null,0b9d4efc-318c-4f95-9445-6b975a44cedd,garbiwdqupcjlybbshbh,1747149681882000
null,LOG,"connection authorized: user=supabase_admin database=postgres application_name=postgres-meta 0.0.0-automated SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",null,e6c7fc4a-8b78-4785-a960-7b158c78c0d6,garbiwdqupcjlybbshbh,1747149681882000
